"Day 1: STUDY PHASE",,,
,"DT","Jenny Fletcher",
,"CM","Amy Brown",
,"CF","Jennifer Smith",
,"CL","Julie Bowman",
,"CG","Lisa Myers",
,"CN","Melissa Evans",
,"CH","Laura Wallace",
,"EI","Ian Black",
,"CA","Steven Banks",
,"BU","James O'Donnell",
,"CB","Brian Hall",
,"BX","David Gibson",
,"CC","Joshua Clement",
,"BZ","Mark Crawford",
,"AQ","Shannon McIntosh",
,"AS","Peyton Butler",
,"AT","Parker Richards",
,"BB","Terry Schofield",
,"BC","Ariel Glover",
,"BE","Avery Murphy",
,"BG","Dominique Gilbert",
,"AF","Joey Collins",
,"AC","Frankie Bender",
,"AJ","Rory Cooper",
,"S","Blake Fuller",
,"BO","Cody Prebble",
,"N","Devon Peterson",
,"T","Tracy Hubbard",
,"BD","Gerry Walker",
,"BF","Cassidy Thornton",
,"BM","Madison Phillips",
,"W","Lee Carter",
,"BS","Julia Keller",
,"BK","Sasha Goldstein",
,"BN","Meridith Townsend",
,"V","Jessie Foster",
,"U","Dakota Edwards",
,"BP","Shawn Mitchell",
,"J","Jamie Harrison",
,"K","Reese Johnson",
,"L","Alex Atkins",
,"C","Morgan Greenwood",
,"G","Quinn Armstrong",
,"H","Greg Jennings",
,"CO","Emily Boyd",
,"CI","Sarah Owens",
,"CP","Tiffany Horton",
,"CJ","Elizabeth Simpson",
,"CQ","Megan Stone",
,"CK","Alice Creed",
,"CD","Peter Bell",
,"BV","William Jenkins",
,"CE","Patrick Schwartz",
,"BW","Robert Powell",
,"CR","Andrew Cohen",
,"BY","Paul Marshall",
,,,
,,,
"Day 1: TEST PHASE",,,
,,,
,"DT","Jenny Fletcher","old"
,"CM","Amy Brown","old"
,"CF","Jennifer Smith","old"
,"CL","Julie Bowman","old"
,"CG","Lisa Myers","old"
,"CN","Melissa Evans","old"
,"CH","Laura Wallace","old"
,"EI","Ian Black","old"
,"CA","Steven Banks","old"
,"BU","James O'Donnell","old"
,"CB","Brian Hall","old"
,"BX","David Gibson","old"
,"CC","Joshua Clement","old"
,"BZ","Mark Crawford","old"
,"AQ","Shannon McIntosh","old"
,"AS","Peyton Butler","old"
,"AT","Parker Richards","old"
,"BB","Terry Schofield","old"
,"BC","Ariel Glover","old"
,"BE","Avery Murphy","old"
,"BG","Dominique Gilbert","old"
,"AF","Joey Collins","old"
,"AC","Frankie Bender","old"
,"AJ","Rory Cooper","old"
,"S","Blake Fuller","old"
,"BO","Cody Prebble","old"
,"N","Devon Peterson","old"
,"T","Tracy Hubbard","old"
,"DU","Erin Craig","new"
,"EJ","Elyse Dawson","new"
,"CS","Emma Tucker","new"
,"CT","Olivia Wells","new"
,"CU","Sophie Mason","new"
,"CV","Chloe Dixon","new"
,"CW","Hannah Holmes","new"
,"DA","Jacob Moore","new"
,"DB","Ethan White","new"
,"DC","Daniel Garcia","new"
,"DD","Anthony Young","new"
,"DE","Matthew King","new"
,"DF","Jason Baker","new"
,"DG","Kyle Nelson","new"
,"B","Jordan Irwin","new"
,"D","Taylor Hamilton","new"
,"F","Chris Irving","new"
,"Y","Sam Anderson","new"
,"E","Robin Jackson","new"
,"I","Ali Ferguson","new"
,"BT","Charlie Henderson","new"
,"BJ","Jonah Newton","new"
,"BI","Brett Roberts","new"
,"BQ","Aubrey Reynolds","new"
,"M","Logan Greenberg","new"
,"BL","Ricki Jones","new"
,"BR","Bobby Lynch","new"
,"AX","Kerry Lewis","new"
,,,
"Day 2: TEST PHASE",,,
,"DT","Jenny Fletcher","old - retest"
,"CM","Amy Brown","old - retest"
,"CF","Jennifer Smith","old - retest"
,"CL","Julie Bowman","old - retest"
,"CG","Lisa Myers","old - retest"
,"CN","Melissa Evans","old - retest"
,"CH","Laura Wallace","old - retest"
,"EI","Ian Black","old - retest"
,"CA","Steven Banks","old - retest"
,"BU","James O'Donnell","old - retest"
,"CB","Brian Hall","old - retest"
,"BX","David Gibson","old - retest"
,"CC","Joshua Clement","old - retest"
,"BZ","Mark Crawford","old - retest"
,"AQ","Shannon McIntosh","old - retest"
,"AS","Peyton Butler","old - retest"
,"AT","Parker Richards","old - retest"
,"BB","Terry Schofield","old - retest"
,"BC","Ariel Glover","old - retest"
,"BE","Avery Murphy","old - retest"
,"BG","Dominique Gilbert","old - retest"
,"AF","Joey Collins","old - retest"
,"AC","Frankie Bender","old - retest"
,"AJ","Rory Cooper","old - retest"
,"S","Blake Fuller","old - retest"
,"BO","Cody Prebble","old - retest"
,"N","Devon Peterson","old - retest"
,"T","Tracy Hubbard","old - retest"
,"BD","Gerry Walker","old"
,"BF","Cassidy Thornton","old"
,"BM","Madison Phillips","old"
,"W","Lee Carter","old"
,"BS","Julia Keller","old"
,"BK","Sasha Goldstein","old"
,"BN","Meridith Townsend","old"
,"V","Jessie Foster","old"
,"U","Dakota Edwards","old"
,"BP","Shawn Mitchell","old"
,"J","Jamie Harrison","old"
,"K","Reese Johnson","old"
,"L","Alex Atkins","old"
,"C","Morgan Greenwood","old"
,"G","Quinn Armstrong","old"
,"H","Greg Jennings","old"
,"CO","Emily Boyd","old"
,"CI","Sarah Owens","old"
,"CP","Tiffany Horton","old"
,"CJ","Elizabeth Simpson","old"
,"CQ","Megan Stone","old"
,"CK","Alice Creed","old"
,"CD","Peter Bell","old"
,"BV","William Jenkins","old"
,"CE","Patrick Schwartz","old"
,"BW","Robert Powell","old"
,"CR","Andrew Cohen","old"
,"BY","Paul Marshall","old"
,"CX","Natalie Shaw","new"
,"CY","Andrea Hunt","new"
,"CZ","Cindy Dunn","new"
,"DI","Karen Perkins","new"
,"DJ","Abby Pierce","new"
,"DK","Anna Olsen","new"
,"DL","Kelsey Hart","new"
,"DH","Jeff Cook","new"
,"DV","Noah Reid","new"
,"DW","Liam Howard","new"
,"DX","Caleb Torres","new"
,"DY","Conner Gray","new"
,"DZ","Zach Price","new"
,"EA","Isaac Bennett","new"
,"P","Andy Bourne","new"
,"AO","MacKensie Barnett","new"
,"X","Jay Hughes","new"
,"O","Tyler Clarke","new"
,"AK","Kieran Feldman","new"
,"Z","Pat Dempsey","new"
,"AD","Brooke Wright","new"
,"BA","Adrian Morris","new"
,"BH","Cory Shepard","new"
,"AW","London Martin","new"
,"AY","Eden Baldwin","new"
,"AZ","Kim Thomson","new"
,"Q","Drew Weber","new"
,"AL","Stacey Bridges","new"
,"AA","Skye Campbell","new"
,"AB","Kelly Huth","new"
,"AH","Ashley Turner","new"
,"AI","Jackie Wagner","new"
,"AP","Sandy Davis","new"
,"AR","Riley Miller","new"
,"AV","Dylan Sanders","new"
,"AM","Ainsley Stewart","new"
,"AN","Stevie Wilson","new"
,"R","Billie Dailey","new"
,"AU","Jean Lambert","new"
,"A","Kendall McDonald","new"
,"AE","Lindsay Richmond","new"
,"AG","Bailey Brewer","new"
,"DM","Michelle Fox","new"
,"DN","Colleen Weaver","new"
,"DO","Ruby Elliot","new"
,"DP","Louise Welch","new"
,"DQ","Rachel Fleming","new"
,"DR","Ellen Watts","new"
,"DS","Christine Barker","new"
,"EB","Justin Barnes","new"
,"EC","Bradley Ross","new"
,"ED","Grant Perry","new"
,"EE","Adam Griffen","new"
,"EF","Max Freeman","new"
,"EG","Derek Burns","new"
,"EH","Thomas Hicks","new"
